,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1522,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,
1523,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,,,,
1524,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,
1525,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,
1526,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused
1527,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,,
1528,Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,,,
1529,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,,,
1530,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,
1531,Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,,
1532,Confused,Confused,Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,,,
1533,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,
1534,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,
1535,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,,,
1536,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,,,,,
1537,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,
1538,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,
1539,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,,,,,,
1540,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,
1541,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,
1542,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,,,
1543,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,,,
1544,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,
1545,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,,
1546,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,
1547,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,
1548,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,
1549,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,,,,
1550,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,
1551,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,,,,
1552,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,,,,
1553,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,
1554,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,
1555,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,
1556,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,
1557,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,
1558,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,,,,,,
1559,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,
1560,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,
1561,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,,,,,,,,
1562,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,,,,,,,
1563,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,
1564,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,
1565,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,
1566,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,,,
1567,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,
1568,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,
1569,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,
1570,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,
1571,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,
